# ell tt ee te bb
2.210000000000000000e+02 7.591683019845929525e-01 1.167567360273037258e-04 2.003984015460093162e-03 0.000000000000000000e+00
2.220000000000000000e+02 7.522849771329837010e-01 1.189884627827250983e-04 2.198493721004831074e-03 0.000000000000000000e+00
2.230000000000000000e+02 7.454118846032410373e-01 1.213855201916885161e-04 2.390776272271802165e-03 0.000000000000000000e+00
2.240000000000000000e+02 7.385504371853974792e-01 1.239480271057984270e-04 2.580800686905038773e-03 0.000000000000000000e+00
2.250000000000000000e+02 7.317010773742831375e-01 1.266742234129814612e-04 2.768500890042108285e-03 0.000000000000000000e+00
2.260000000000000000e+02 7.248633195630328485e-01 1.295651016812157446e-04 2.953850054979260779e-03 0.000000000000000000e+00
2.270000000000000000e+02 7.180385134366749078e-01 1.326197679384819278e-04 3.136795666062208807e-03 0.000000000000000000e+00
2.280000000000000000e+02 7.112271341277588421e-01 1.358363874017911666e-04 3.317296065706399916e-03 0.000000000000000000e+00
2.290000000000000000e+02 7.044305405924955465e-01 1.392149141182894175e-04 3.495311479851480677e-03 0.000000000000000000e+00
2.300000000000000000e+02 6.976482847288700828e-01 1.427543886665293355e-04 3.670804064171869375e-03 0.000000000000000000e+00
